"Country";"Type";"Year";"Number"
"MEXICO";"PC";2015;"1968054"
"USA";"PC";2015;"4163679"
"- SOUTH AMERICA";"PC";2015;"2376749"
"Double counts South America / World";"PC";2015;"-37700"
"ARGENTINA";"PC";2015;"308756"
"BRAZIL";"PC";2015;"2018954"
"COLOMBIA";"PC";2015;"77000"
"VENEZUELA";"PC";2015;"9739"
"ASIA-OCEANIA";"PC";2015;"40022392"
"Double Counts Asia / World";"PC";2015;"-205130"
"AUSTRALIA";"PC";2015;"159872"
"BANGLADESH";"PC";2015;"540"
"CHINA";"PC";2015;"21079427"
"INDIA";"PC";2015;"3378063"
"INDONESIA";"PC";2015;"824445"
"IRAN";"PC";2015;"884866"
"JAPAN";"PC";2015;"7830722"
"MALAYSIA";"PC";2015;"558324"
"PAKISTAN";"PC";2015;"182548"
"PHILIPPINES";"PC";2015;"77539"
"SOUTH KOREA";"PC";2015;"4135108"
"TAIWAN";"PC";2015;"298418"
"THAILAND";"PC";2015;"772250"
"VIETNAM";"PC";2015;"45400"
"AFRICA";"PC";2015;"604784"
"Double Counts South Africa / World";"PC";2015;"-28370"
"ALGERIA";"PC";2015;"20000"
"EGYPT";"PC";2015;"12000"
"MOROCCO";"PC";2015;"260129"
"SOUTH AFRICA";"PC";2015;"341025"
"TOTAL";"PC";2015;"68539516"
